nom_streamer;plateforme;pays;categorie_contenu;style_stream;moyenne_viewers;pic_viewers;abonnements_mensuels;dons_mensuels_eur;duree_watch_moyenne_min;duree_stream_moyenne_h;frequence_stream_mois;langue;date_creation_compte;date_dernier_stream;revenu_mensuel_eur;partenaire_officiel
DriftPulseLive;Twitch;Espagne;Sport;Chill;889;1435;407;881.78;36.3;5.8;24;Espagnol;2012-12-29;2025-11-04;1899.28;Oui
SilverBeaconFR;Twitch;Royaume-Uni;Cuisine;Communautaire;846;2377;181;306.4;86.0;4.19;20;Anglais;2019-08-17;2025-05-01;758.9;Oui
SilverHorizon_TV;Twitch;Royaume-Uni;Musique;Educatif;2008;3110;719;1171.57;106.5;4.88;12;Anglais;2019-03-06;2025-04-21;2969.07;Non
SilverDrake_TV;TikTok;Brésil;Cuisine;Communautaire;308;794;0;0.0;34.7;3.07;14;Portugais;2015-11-04;2025-05-01;0.0;Non
SolarRiftFR;Twitch;France;IRL;Esport;562;1458;167;57.68;95.2;6.43;5;Français;2020-03-02;2025-12-14;475.18;Non
FrozenFox_;TikTok;Canada;FPS;Educatif;153;322;84;291.69;57.7;7.1;20;Français;2013-04-11;2025-07-07;501.69;Oui
SilentKnightYT88;Twitch;Suisse;Musique;Competitif;1845;5714;241;567.47;104.1;5.3;19;Italien;2022-02-20;2025-08-22;1169.97;Non
SolarVortexFR;TikTok;Italie;MMO;Competitif;194;529;55;57.09;34.9;4.07;13;Italien;2013-09-01;2025-01-14;194.59;Oui
IronGunnerLive80;Twitch;Allemagne;Musique;Communautaire;877;1624;519;727.62;92.2;2.63;6;Allemand;2013-03-24;2025-03-18;2025.12;Non
RetroSpecter;YouTube;Belgique;Musique;Educatif;369;680;181;374.31;60.7;7.0;15;Français;2022-05-23;2025-01-29;826.81;Oui
UrbanSpecterHQ;TikTok;Suisse;Tech;Esport;1471;3659;210;319.21;84.7;6.62;25;Français;2016-01-20;2025-03-23;844.21;Non
BlazingVortexYT;TikTok;Italie;Musique;Chill;124;211;48;61.14;64.8;4.62;22;Italien;2022-12-20;2025-05-27;181.14;Non
RetroOrbit_TV;TikTok;États-Unis;MMO;Competitif;383;697;91;1.16;106.8;3.28;16;Anglais;2020-03-29;2025-07-23;228.66;Non
AtomicWhisperHQ45;TikTok;États-Unis;Creation;Chill;40;91;14;14.97;35.8;7.73;24;Anglais;2018-10-25;2025-06-02;49.97;Oui
VividHorizonFR;YouTube;Suisse;Horreur;Communautaire;191;573;126;80.71;74.9;7.51;19;Allemand;2015-12-07;2025-06-28;395.71;Non
VividHarborFR;YouTube;Allemagne;Cuisine;Educatif;1917;6461;1389;0.0;99.3;4.12;18;Allemand;2020-01-12;2025-12-06;3472.5;Non
VelvetRunnerTV;TikTok;Brésil;Sport;Chill;446;1272;142;0.0;73.7;2.03;8;Portugais;2022-05-28;2025-11-03;355.0;Non
PrimeVortex_TV31;TikTok;France;Sport;Communautaire;82;274;45;158.36;107.8;2.4;16;Français;2019-06-07;2025-07-31;270.86;Non
CrimsonKnight_Live45;TikTok;Allemagne;Creation;Humoristique;1088;1638;505;746.73;108.5;4.55;17;Allemand;2013-01-20;2025-06-03;2009.23;Non
GoldenPixelX;Twitch;Royaume-Uni;Musique;Communautaire;2568;5943;2130;1945.03;30.6;7.71;17;Anglais;2012-09-16;2025-06-01;7270.03;Oui
VelvetSpecterYT2;TikTok;Canada;FPS;Esport;44;102;0;0.0;98.7;3.98;25;Français;2015-07-17;2025-04-03;0.0;Non
GoldenForgeYT60;TikTok;France;Musique;Communautaire;383;708;167;0.0;46.6;6.65;12;Français;2018-04-26;2025-05-16;417.5;Non
RetroFox;YouTube;Suisse;Sport;Esport;176;608;59;100.76;109.1;2.81;20;Allemand;2018-08-02;2025-09-19;248.26;Non
RogueGlyph_TV;TikTok;Belgique;Musique;Esport;260;527;50;35.77;106.8;5.78;15;Néerlandais;2019-05-17;2025-05-22;160.77;Non
VividSpecterHQ;YouTube;Suisse;Tech;Humoristique;1524;4583;684;1444.72;80.4;3.44;22;Français;2018-07-30;2025-10-20;3154.72;Oui
TurboMatrix_Live39;TikTok;Italie;Sport;Competitif;150;354;0;0.0;61.3;7.66;25;Italien;2022-08-14;2025-11-30;0.0;Non
HyperHorizonTV;Twitch;Royaume-Uni;IRL;Educatif;155;257;72;344.57;119.2;5.43;6;Anglais;2018-10-09;2025-10-22;524.57;Non
PhantomQuasarHQ;YouTube;Suisse;Tech;Educatif;866;1731;820;1696.39;35.7;2.48;24;Italien;2014-02-27;2025-01-28;3746.39;Non
AtomicFoxX;TikTok;Brésil;IRL;Communautaire;201;570;94;308.38;55.4;7.97;15;Portugais;2022-02-22;2025-11-29;543.38;Non
PhantomFableX58;YouTube;Royaume-Uni;Tech;Humoristique;3018;4898;859;1505.98;106.2;4.17;20;Anglais;2018-07-10;2025-07-03;3653.48;Non
EchoPulseHQ;TikTok;Royaume-Uni;Just Chatting;Chill;83;152;46;140.45;31.5;3.8;5;Anglais;2016-03-11;2025-10-07;255.45;Non
SableStormLive6;YouTube;Canada;Sport;Humoristique;421;901;112;208.33;81.3;7.0;22;Français;2020-05-15;2025-06-09;488.33;Oui
LunarWhisper_Live;Twitch;Allemagne;Sport;Educatif;638;1383;265;444.86;109.8;5.64;23;Allemand;2012-01-19;2025-08-15;1107.36;Non
NeoRunnerHQ;Twitch;Brésil;Creation;Humoristique;333;937;199;445.01;32.7;7.15;17;Portugais;2016-09-26;2025-07-06;942.51;Oui
TurboForge_Live;Twitch;Brésil;Creation;Humoristique;136;250;26;32.39;78.8;6.73;22;Portugais;2020-03-04;2025-10-03;97.39;Oui
VegaDrake_TV84;TikTok;Canada;Musique;Educatif;907;2239;389;333.31;96.3;6.16;23;Anglais;2014-06-23;2025-07-11;1305.81;Non
TurboSageHQ20;YouTube;France;MMO;Esport;537;1410;179;426.11;90.4;3.51;5;Français;2023-02-26;2025-08-06;873.61;Oui
RuneWarden;TikTok;Canada;FPS;Communautaire;581;894;195;337.65;45.3;3.35;7;Français;2020-03-12;2025-10-28;825.15;Non
EchoBeaconHQ;TikTok;Espagne;Creation;Humoristique;1713;4568;490;932.3;60.1;6.69;11;Espagnol;2019-10-06;2025-11-22;2157.3;Non
NeoMatrix_;TikTok;Espagne;Creation;Esport;373;709;181;153.02;72.9;5.4;21;Espagnol;2017-06-11;2025-10-04;605.52;Non
VelvetGlyph_Live;TikTok;Royaume-Uni;IRL;Esport;455;1492;282;158.76;77.6;7.22;8;Anglais;2013-12-17;2025-03-03;863.76;Oui
AtomicVortexHQ;Twitch;Suisse;Tech;Chill;93;182;13;4.28;72.6;3.95;26;Français;2017-04-10;2025-03-27;36.78;Non
RogueGunner_Live;Twitch;Canada;Horreur;Communautaire;776;1290;92;110.59;111.5;2.07;19;Français;2021-05-02;2025-05-03;340.59;Oui
DarkSpecterFR;Twitch;Royaume-Uni;IRL;Competitif;796;2381;384;427.95;73.7;6.88;25;Anglais;2015-11-11;2025-03-30;1387.95;Oui
PhantomKnight;YouTube;Espagne;MMO;Humoristique;497;1571;209;266.63;114.4;3.09;6;Espagnol;2017-05-13;2025-06-12;789.13;Oui
DriftMatrix_Live;Twitch;Brésil;Just Chatting;Communautaire;319;863;270;623.51;76.3;7.26;22;Portugais;2022-09-02;2025-02-27;1298.51;Oui
NovaCircuitYT;TikTok;Italie;FPS;Chill;6177;19163;1856;2626.3;117.5;6.01;15;Italien;2016-03-06;2025-09-19;7266.3;Non
CrimsonMatrixTV;TikTok;Belgique;MMO;Esport;93;170;22;74.84;54.7;2.58;6;Français;2014-02-22;2025-05-03;129.84;Non
AeroFableYT;Twitch;États-Unis;Horreur;Communautaire;227;563;177;45.42;54.8;3.54;12;Anglais;2019-06-13;2025-12-29;487.92;Oui
UrbanGunner_22;Twitch;Suisse;Cuisine;Communautaire;126;314;41;58.89;50.1;7.53;21;Allemand;2015-08-22;2025-01-25;161.39;Oui
DriftShard_TV61;YouTube;Italie;Cuisine;Communautaire;1113;3067;545;590.61;60.1;2.94;27;Italien;2018-06-15;2025-07-26;1953.11;Oui
BlazingBeacon57;Twitch;Brésil;Musique;Chill;348;578;116;67.9;64.7;4.71;25;Portugais;2015-01-26;2025-02-24;357.9;Oui
AtomicKnight;YouTube;Espagne;Sport;Esport;151;307;91;0.0;71.1;6.65;17;Espagnol;2020-09-20;2025-03-20;227.5;Oui
SilverDrakeLive;Twitch;Belgique;IRL;Competitif;2390;4140;792;576.17;92.7;7.33;15;Néerlandais;2017-09-30;2025-11-07;2556.17;Non
PhantomHorizon_TV;YouTube;France;Creation;Competitif;910;2351;634;1659.58;92.0;7.9;23;Français;2013-11-07;2025-09-27;3244.58;Non
MysticBladeHQ33;YouTube;Italie;Just Chatting;Esport;700;1762;432;0.0;82.7;5.56;16;Italien;2021-11-06;2025-03-14;1080.0;Non
DarkHarbor_Live;YouTube;Allemagne;Just Chatting;Humoristique;227;474;49;133.51;105.8;5.95;6;Allemand;2014-06-01;2025-08-18;256.01;Non
PrimeCasterHQ;YouTube;États-Unis;IRL;Humoristique;264;613;150;305.38;81.2;5.52;13;Anglais;2017-10-19;2025-06-06;680.38;Non
DarkGuardianTV;YouTube;États-Unis;Musique;Humoristique;156;450;44;122.93;62.7;3.86;7;Anglais;2023-06-23;2025-09-19;232.93;Non
VelvetShard;TikTok;Suisse;FPS;Humoristique;171;358;72;51.66;58.6;2.1;22;Français;2013-11-04;2025-09-01;231.66;Non
SilentStorm_Live53;YouTube;Italie;Creation;Educatif;285;515;111;79.6;51.4;5.58;12;Italien;2017-11-05;2025-09-27;357.1;Oui
TurboBeaconFR7;TikTok;Allemagne;IRL;Humoristique;140;382;64;41.94;73.9;4.9;9;Allemand;2015-05-26;2025-03-25;201.94;Non
RuneCasterYT80;TikTok;Suisse;MMO;Esport;165;285;35;49.77;119.6;7.82;5;Allemand;2018-03-03;2025-02-20;137.27;Oui
VividVortexHQ66;Twitch;France;Horreur;Humoristique;1139;2364;798;617.72;42.4;3.38;19;Français;2022-10-31;2025-06-26;2612.72;Oui
SablePulseLive;Twitch;Canada;Tech;Communautaire;4295;13512;854;2206.35;34.4;6.05;18;Français;2022-12-24;2025-08-22;4341.35;Oui
AeroBeacon93;TikTok;États-Unis;MMO;Competitif;182;355;41;30.96;63.6;2.58;5;Anglais;2022-04-26;2025-07-07;133.46;Non
PhantomBladeX86;YouTube;Suisse;Musique;Chill;380;1088;196;425.29;79.1;6.71;10;Français;2018-04-22;2025-07-09;915.29;Oui
VegaBladeTV;TikTok;Italie;MMO;Esport;142;419;28;16.33;80.1;4.08;21;Italien;2014-02-03;2025-09-28;86.33;Oui
BlazingFable;Twitch;Royaume-Uni;IRL;Educatif;356;1183;127;69.83;101.9;5.61;13;Anglais;2017-04-10;2025-05-27;387.33;Oui
VegaPulse_TV;TikTok;Italie;Sport;Humoristique;542;1658;462;459.82;30.2;3.53;11;Italien;2018-12-03;2025-04-11;1614.82;Oui
HyperWardenX;YouTube;Canada;FPS;Humoristique;250;516;127;119.53;90.9;6.27;24;Français;2016-11-02;2025-04-05;437.03;Non
CrimsonRiftTV;Twitch;Italie;IRL;Esport;842;1512;215;716.41;99.8;6.97;6;Italien;2022-04-22;2025-04-26;1253.91;Oui
VegaKnightTV;Twitch;Royaume-Uni;Horreur;Competitif;589;1326;162;147.63;49.9;3.76;12;Anglais;2017-09-15;2025-09-03;552.63;Oui
DarkOrbit_TV;Twitch;Belgique;Musique;Humoristique;229;727;154;35.61;96.3;7.54;8;Néerlandais;2021-09-06;2025-11-04;420.61;Oui
NeoCasterLive;TikTok;Canada;Horreur;Competitif;193;308;55;81.64;57.3;2.67;21;Anglais;2018-07-10;2025-11-30;219.14;Non
UrbanVortexYT56;TikTok;Belgique;Sport;Competitif;299;554;30;33.01;33.4;4.3;23;Français;2016-09-20;2025-02-13;108.01;Oui
AeroZephyrLive68;YouTube;Belgique;Cuisine;Educatif;361;1215;99;216.49;80.9;4.96;23;Français;2013-04-06;2025-02-24;463.99;Oui
DarkQuasar_;YouTube;Allemagne;Cuisine;Chill;1109;1780;426;737.21;54.8;7.84;9;Allemand;2014-11-01;2025-04-24;1802.21;Oui
LunarZephyrYT;Twitch;France;FPS;Competitif;37;84;11;27.55;60.6;4.83;7;Français;2021-03-20;2025-10-03;55.05;Non
GoldenBeacon_;TikTok;Suisse;MMO;Humoristique;253;618;63;237.99;58.1;5.51;20;Italien;2014-01-16;2025-12-21;395.49;Non
VegaGunner;Twitch;France;Musique;Chill;2983;9258;1472;3884.48;62.9;2.45;17;Français;2013-09-29;2025-10-02;7564.48;Oui
HyperGlyph;YouTube;Belgique;IRL;Competitif;34;64;8;8.24;47.4;7.12;9;Français;2023-09-10;2025-01-17;28.24;Oui
AeroFoxHQ;Twitch;Suisse;Horreur;Chill;311;1060;93;0.0;94.8;2.32;17;Français;2012-10-30;2025-07-16;232.5;Non
RapidQuasar_Live25;YouTube;Canada;Musique;Communautaire;616;1753;313;970.89;80.1;7.6;26;Français;2019-04-24;2025-05-25;1753.39;Non
VelvetVortexFR27;YouTube;Brésil;Tech;Chill;169;367;38;0.0;103.5;6.22;13;Portugais;2014-01-25;2025-06-02;95.0;Non
PrimeBeacon_;YouTube;États-Unis;Tech;Humoristique;292;644;169;150.11;83.6;7.05;11;Anglais;2018-04-30;2025-03-23;572.61;Oui
RapidSpecter65;YouTube;Brésil;Musique;Competitif;4263;10154;1486;2447.43;118.9;3.53;18;Portugais;2022-10-22;2025-07-19;6162.43;Oui
SolarFoxHQ97;YouTube;États-Unis;Musique;Competitif;90;223;41;0.0;88.0;5.53;13;Anglais;2015-10-30;2025-12-21;102.5;Oui
GoldenPixelLive;YouTube;Espagne;Creation;Educatif;865;1920;471;1346.73;100.4;3.56;9;Espagnol;2013-03-06;2025-07-12;2524.23;Non
RapidWardenLive35;YouTube;France;Tech;Humoristique;131;256;56;115.57;37.5;7.05;25;Français;2022-11-23;2025-04-24;255.57;Oui
HyperStormFR6;Twitch;Italie;Creation;Humoristique;656;1126;148;0.0;34.2;4.09;15;Italien;2014-01-23;2025-02-19;370.0;Non
NeoBeaconYT;Twitch;Espagne;Tech;Esport;590;1215;218;203.47;46.5;2.03;16;Espagnol;2013-05-13;2025-12-27;748.47;Non
NeoFoxTV;YouTube;Royaume-Uni;Sport;Humoristique;934;2965;365;65.99;32.4;6.83;12;Anglais;2017-01-12;2025-08-07;978.49;Non
RetroKnightYT51;YouTube;Italie;Creation;Esport;48;102;8;31.14;87.0;4.69;24;Italien;2017-10-30;2025-03-10;51.14;Non
RunePixel_Live64;Twitch;Espagne;Tech;Educatif;893;2649;390;514.15;113.0;5.79;25;Espagnol;2015-10-04;2025-09-02;1489.15;Non
SilentOrbit_19;TikTok;États-Unis;FPS;Esport;307;708;194;195.82;53.0;7.88;26;Anglais;2023-09-20;2025-11-25;680.82;Non
ShadowFableX73;Twitch;France;MMO;Chill;760;2519;251;863.48;73.3;3.09;15;Français;2023-11-20;2025-01-03;1490.98;Non
RogueShard_;YouTube;États-Unis;IRL;Chill;912;3125;591;541.11;77.0;6.67;24;Anglais;2016-12-27;2025-12-14;2018.61;Oui
FrozenForge_Live;TikTok;Italie;Creation;Communautaire;1292;4014;436;701.98;67.1;2.43;27;Italien;2022-05-30;2025-06-22;1791.98;Oui
SolarSpecterFR;TikTok;Canada;Creation;Humoristique;2437;4710;466;793.71;111.0;2.12;5;Français;2020-08-25;2025-04-08;1958.71;Non
SolarBeacon_Live;YouTube;France;Sport;Competitif;653;1075;329;345.19;99.0;7.08;16;Français;2012-12-06;2025-10-16;1167.69;Oui
RapidPulseYT;YouTube;Espagne;Cuisine;Humoristique;4003;9016;564;1668.81;49.9;5.79;7;Espagnol;2022-10-26;2025-03-22;3078.81;Non
TurboWardenFR;TikTok;France;Cuisine;Communautaire;1535;2520;1197;0.0;35.2;4.56;15;Français;2016-12-24;2025-03-20;2992.5;Non
RogueHorizon_TV38;Twitch;Suisse;Horreur;Chill;155;244;108;0.0;116.4;4.74;11;Italien;2022-04-25;2025-02-21;270.0;Non
RetroRift9;YouTube;Suisse;Horreur;Competitif;68;158;20;33.84;71.3;2.34;19;Français;2014-05-14;2025-08-02;83.84;Oui
NovaFable;Twitch;Belgique;FPS;Chill;2324;5565;843;751.75;84.9;4.94;18;Français;2021-12-04;2025-08-29;2859.25;Non
ShadowFableFR;TikTok;Suisse;Musique;Humoristique;568;910;280;543.55;83.5;4.77;7;Allemand;2020-12-06;2025-07-15;1243.55;Oui
DarkRiftTV41;Twitch;Allemagne;FPS;Chill;331;856;2;1.16;64.0;2.02;15;Allemand;2013-05-25;2025-01-11;6.16;Oui
SolarCasterYT;Twitch;Canada;Cuisine;Communautaire;1924;2909;841;990.26;43.5;2.84;28;Français;2012-12-08;2025-06-13;3092.76;Oui
RogueGunner_TV;TikTok;Belgique;Cuisine;Communautaire;1380;4401;240;305.92;33.2;7.54;7;Néerlandais;2018-01-09;2025-10-29;905.92;Oui
SilentWhisperTV72;TikTok;Allemagne;IRL;Chill;469;708;146;233.71;64.4;4.78;24;Allemand;2018-04-25;2025-11-11;598.71;Non
EchoFox_;Twitch;Canada;MMO;Competitif;328;544;39;65.58;101.2;7.64;18;Anglais;2015-05-28;2025-07-05;163.08;Oui
TurboQuasarYT;YouTube;Royaume-Uni;Cuisine;Chill;93;245;40;114.97;53.2;2.81;23;Anglais;2022-01-02;2025-03-16;214.97;Oui
NovaWardenTV;YouTube;Espagne;Just Chatting;Communautaire;296;481;49;67.28;108.7;2.12;9;Espagnol;2019-02-02;2025-06-17;189.78;Oui
AeroHarbor_;TikTok;Belgique;MMO;Esport;161;554;83;112.22;93.5;7.54;10;Français;2019-04-21;2025-05-15;319.72;Oui
VividPixelHQ;Twitch;Canada;Just Chatting;Competitif;2645;5720;1673;2253.4;72.0;4.07;15;Français;2015-02-07;2025-08-03;6435.9;Oui
AeroPixel_;YouTube;États-Unis;Just Chatting;Communautaire;886;1763;284;435.64;63.7;3.36;26;Anglais;2023-03-01;2025-03-05;1145.64;Oui
TurboWhisperTV;Twitch;Italie;Musique;Chill;271;489;149;437.02;43.9;4.4;27;Italien;2014-05-17;2025-09-26;809.52;Non
GoldenPulseHQ91;YouTube;Espagne;MMO;Competitif;971;2329;567;1373.86;104.9;6.72;19;Espagnol;2023-06-12;2025-09-08;2791.36;Oui
VividWhisperLive81;TikTok;Brésil;Tech;Chill;739;1846;127;406.52;47.6;2.37;14;Portugais;2020-09-02;2025-08-02;724.02;Non
RuneForgeHQ;YouTube;France;Musique;Esport;2936;9494;1037;1171.09;98.2;4.62;23;Français;2021-09-26;2025-11-30;3763.59;Non
DarkPulseYT;Twitch;Espagne;Horreur;Chill;791;2522;403;523.12;83.8;7.44;25;Espagnol;2018-09-05;2025-11-01;1530.62;Non
SilentGunnerFR;TikTok;Espagne;Just Chatting;Educatif;101;326;46;94.37;118.9;7.82;25;Espagnol;2022-06-29;2025-08-25;209.37;Oui
FrozenBlade_;YouTube;Suisse;Just Chatting;Competitif;896;1783;420;516.13;103.4;5.8;8;Allemand;2023-04-05;2025-10-25;1566.13;Oui
ShadowPixelYT;Twitch;Canada;Musique;Educatif;1203;3333;497;514.43;45.7;7.45;19;Anglais;2021-07-23;2025-06-14;1756.93;Non
VegaSage_TV29;YouTube;Italie;Just Chatting;Educatif;330;994;16;21.08;78.1;3.74;20;Italien;2018-11-06;2025-06-25;61.08;Non
PhantomCircuitHQ;Twitch;Canada;IRL;Humoristique;860;2403;402;1214.31;47.0;6.38;28;Français;2020-08-17;2025-08-01;2219.31;Non
AtomicShardYT65;Twitch;Royaume-Uni;MMO;Competitif;302;910;150;343.91;110.3;5.38;16;Anglais;2015-01-22;2025-05-08;718.91;Non
AeroStormFR;YouTube;Brésil;MMO;Competitif;5308;16342;2276;1037.43;60.0;3.47;16;Portugais;2023-10-01;2025-11-03;6727.43;Non
SableWhisper_TV;TikTok;Canada;FPS;Competitif;1025;3210;792;932.54;99.3;6.03;14;Anglais;2012-01-06;2025-02-27;2912.54;Oui
PrimeHorizon;TikTok;Belgique;Sport;Esport;1017;1998;656;1651.19;87.2;5.83;7;Français;2022-10-22;2025-01-05;3291.19;Oui
DarkStorm;YouTube;Royaume-Uni;IRL;Esport;463;1541;120;170.25;108.9;2.69;7;Anglais;2015-06-13;2025-04-19;470.25;Oui
MysticWhisperTV;Twitch;États-Unis;MMO;Educatif;668;1474;388;711.57;84.9;2.96;7;Anglais;2021-01-30;2025-06-22;1681.57;Oui
TurboHorizon_Live;YouTube;États-Unis;FPS;Humoristique;265;703;135;318.61;35.8;3.21;24;Anglais;2015-01-28;2025-03-03;656.11;Non
SilverDrakeTV;Twitch;France;Creation;Humoristique;612;996;142;187.24;89.0;5.62;7;Français;2016-12-15;2025-01-08;542.24;Oui
SablePulseX;TikTok;Brésil;Sport;Educatif;1144;2034;141;0.0;73.9;2.83;5;Portugais;2018-06-26;2025-03-16;352.5;Non
MysticFableYT;TikTok;Canada;Cuisine;Competitif;2119;5904;1064;2241.56;86.6;5.32;25;Anglais;2020-10-29;2025-08-16;4901.56;Non
RogueOrbit_;Twitch;Belgique;FPS;Educatif;123;365;67;118.94;92.5;2.6;14;Néerlandais;2017-02-16;2025-11-02;286.44;Non
PhantomFox_21;YouTube;Espagne;Musique;Communautaire;70;243;47;77.96;54.9;3.6;10;Espagnol;2012-09-08;2025-07-12;195.46;Non
EchoBladeYT;TikTok;Suisse;MMO;Esport;260;769;84;0.0;110.0;3.69;11;Italien;2021-04-06;2025-09-12;210.0;Non
VelvetSpecterFR;YouTube;Espagne;FPS;Humoristique;774;2258;350;457.07;42.1;5.24;24;Espagnol;2018-05-18;2025-12-03;1332.07;Non
RoguePulse_TV35;YouTube;Canada;MMO;Communautaire;1646;3323;202;182.45;80.2;5.5;20;Anglais;2015-08-19;2025-11-30;687.45;Non
LunarBeaconYT23;TikTok;Royaume-Uni;Musique;Competitif;158;342;54;84.64;84.6;7.47;22;Anglais;2019-08-16;2025-06-26;219.64;Non
UrbanKnight_Live;Twitch;France;IRL;Humoristique;647;1004;213;132.62;88.6;3.68;8;Français;2020-12-16;2025-03-02;665.12;Oui
TurboWhisper65;YouTube;États-Unis;Tech;Communautaire;2577;7788;2273;3735.19;105.3;4.67;15;Anglais;2012-09-13;2025-06-27;9417.69;Non
FrozenRunnerTV;TikTok;Brésil;Creation;Competitif;175;508;121;6.44;79.2;4.31;9;Portugais;2017-04-24;2025-10-18;308.94;Non
PrimeStormTV;Twitch;Canada;Sport;Esport;279;865;72;24.51;113.4;6.39;5;Français;2016-05-19;2025-11-01;204.51;Non
LunarRunner73;TikTok;Suisse;Horreur;Educatif;296;953;67;101.35;46.5;5.84;17;Italien;2016-11-22;2025-02-24;268.85;Oui
SilentShardHQ;YouTube;France;IRL;Competitif;415;1300;114;128.76;44.2;4.17;28;Français;2014-08-16;2025-02-02;413.76;Non
FrozenWhisperX;TikTok;Suisse;Cuisine;Competitif;312;687;175;236.52;74.1;6.0;16;Allemand;2015-12-15;2025-03-05;674.02;Non
TurboHarborHQ77;TikTok;Allemagne;MMO;Educatif;999;1671;516;1068.91;68.6;3.85;12;Allemand;2022-04-06;2025-02-05;2358.91;Oui
SilentBeaconFR56;TikTok;Royaume-Uni;Creation;Chill;1856;3985;326;334.74;91.6;5.65;16;Anglais;2019-11-05;2025-05-23;1149.74;Oui
PrimeDrakeFR;TikTok;Brésil;Just Chatting;Competitif;2806;6065;977;0.0;44.3;7.45;11;Portugais;2016-07-13;2025-03-05;2442.5;Non
AtomicPulseTV;Twitch;Royaume-Uni;Cuisine;Esport;322;536;137;0.0;43.9;5.86;24;Anglais;2022-09-01;2025-10-13;342.5;Non
GoldenRunnerHQ;YouTube;Suisse;Cuisine;Esport;1749;3159;449;821.02;92.5;4.89;8;Italien;2015-01-25;2025-01-25;1943.52;Non
SableGunner_TV93;YouTube;Italie;Creation;Chill;314;1011;44;18.9;97.4;4.12;17;Italien;2014-11-18;2025-10-07;128.9;Non
RoguePixel_Live;YouTube;Espagne;IRL;Educatif;144;494;88;119.02;96.4;5.11;23;Espagnol;2017-04-22;2025-04-16;339.02;Oui
AtomicQuasarX;TikTok;Royaume-Uni;Sport;Humoristique;227;688;48;129.42;37.5;3.92;25;Anglais;2015-10-25;2025-07-18;249.42;Oui
PrimeHarbor_TV56;Twitch;Suisse;Cuisine;Competitif;2019;3429;1285;2560.28;33.7;6.3;26;Italien;2017-03-06;2025-12-17;5772.78;Non
SilverSageLive;TikTok;Belgique;Cuisine;Humoristique;554;1650;86;107.86;79.5;7.2;9;Français;2014-02-03;2025-04-13;322.86;Oui
RuneWardenX87;TikTok;Allemagne;IRL;Esport;190;602;6;15.34;96.1;3.44;24;Allemand;2018-07-11;2025-09-19;30.34;Non
VegaMatrixHQ42;Twitch;France;Horreur;Esport;187;535;119;283.43;115.8;3.85;11;Français;2019-07-23;2025-12-12;580.93;Non
AtomicWhisperTV17;YouTube;Brésil;Sport;Chill;744;2214;388;343.26;72.2;3.75;25;Portugais;2016-09-16;2025-02-19;1313.26;Non
PrimeQuasarLive;Twitch;Brésil;Tech;Chill;3113;6191;1272;2292.06;98.2;7.31;12;Portugais;2022-03-30;2025-06-30;5472.06;Non
PhantomBlade_Live;YouTube;France;Musique;Humoristique;197;566;42;83.05;103.2;4.42;6;Français;2022-03-28;2025-07-15;188.05;Non
NovaZephyrHQ;YouTube;France;MMO;Humoristique;512;1204;123;7.57;114.3;5.45;26;Français;2015-04-27;2025-08-07;315.07;Oui
VividHorizon_TV;YouTube;Suisse;Musique;Educatif;99;336;63;55.87;67.9;5.7;16;Allemand;2023-02-18;2025-05-19;213.37;Oui
VelvetMatrix_;Twitch;Espagne;Tech;Communautaire;277;774;191;72.17;53.4;3.08;13;Espagnol;2023-09-03;2025-05-26;549.67;Oui
HyperWarden;Twitch;Belgique;MMO;Esport;181;386;44;137.2;100.9;4.33;5;Français;2015-06-26;2025-01-04;247.2;Non
UrbanVortexHQ27;Twitch;Italie;Tech;Esport;3614;6184;1988;4539.37;86.9;5.19;22;Italien;2015-04-03;2025-09-02;9509.37;Oui
VividRunnerHQ;TikTok;Belgique;Creation;Communautaire;213;560;168;296.97;75.5;5.45;12;Français;2014-11-19;2025-02-19;716.97;Non
SolarCasterYT43;YouTube;États-Unis;Horreur;Educatif;1031;2232;390;480.47;38.8;5.15;7;Anglais;2012-03-06;2025-02-22;1455.47;Oui
RoguePulseX19;TikTok;Canada;Musique;Educatif;2513;8620;1276;3765.96;68.8;4.64;15;Anglais;2018-11-13;2025-11-02;6955.96;Oui
MysticWarden_;TikTok;Belgique;Cuisine;Educatif;534;1157;122;111.83;91.8;5.69;10;Français;2013-10-20;2025-09-07;416.83;Non
VelvetMatrixHQ48;YouTube;Italie;Tech;Chill;451;857;123;48.28;48.6;7.07;19;Italien;2019-04-25;2025-03-12;355.78;Non
LunarCasterYT67;YouTube;Italie;Tech;Educatif;1512;4313;440;720.8;68.4;3.09;16;Italien;2020-04-18;2025-02-02;1820.8;Oui
RapidPixelHQ;TikTok;États-Unis;IRL;Educatif;558;1798;157;463.28;109.0;3.92;18;Anglais;2014-06-17;2025-08-22;855.78;Oui
SolarStorm;Twitch;Brésil;Musique;Communautaire;118;287;53;92.54;99.1;3.51;27;Portugais;2016-05-18;2025-05-28;225.04;Oui
RogueDrake4;YouTube;France;Horreur;Humoristique;380;748;53;125.65;60.0;3.13;14;Français;2021-04-29;2025-11-21;258.15;Non
AeroDrake80;TikTok;États-Unis;Just Chatting;Esport;914;1966;242;534.21;57.1;6.47;18;Anglais;2015-03-12;2025-02-28;1139.21;Non
RogueFable;Twitch;États-Unis;Sport;Communautaire;609;1178;87;56.21;118.3;5.96;8;Anglais;2022-12-24;2025-08-30;273.71;Non
